cells,steps,density,threads_or_ranks,wall_time
20000000,4000,0.30,1,159.214985
20000000,4000,0.30,1,160.496268
20000000,5000,0.30,1,196.977815
20000000,5000,0.30,1,194.686523
20000000,5000,0.30,1,195.400519
20000000,5000,0.30,1,196.353885
20000000,5000,0.30,1,200.529538
20000000,5000,0.30,1,214.326954
20000000,5000,0.30,1,213.631147
20000000,5000,0.30,1,213.698687
20000000,5000,0.30,1,203.672776
20000000,5000,0.30,1,199.832629
10000000,500,0.30,1,10.572166
10000000,500,0.30,1,10.232986
10000000,500,0.30,1,9.491074
10000000,500,0.30,1,10.528665
10000000,500,0.30,1,9.931805
10000000,500,0.30,1,10.028543
10000000,500,0.30,1,9.911281
10000000,500,0.30,1,9.605009
10000000,500,0.30,1,9.930295
10000000,500,0.30,1,9.595871
cells,steps,density,threads_or_ranks,wall_time
5000000,500,0.30,1,5.062996
5000000,500,0.30,1,4.956398
5000000,500,0.30,1,5.452256
5000000,500,0.30,1,5.024531
5000000,500,0.30,1,5.155652
5000000,500,0.30,1,4.795382
5000000,500,0.30,1,4.880814
5000000,500,0.30,1,5.062787
5000000,500,0.30,1,4.928051
5000000,500,0.30,1,5.087175
5000000,500,0.30,1,4.916384
5000000,500,0.30,1,4.907255
5000000,500,0.30,1,4.921385
5000000,500,0.30,1,4.939013
5000000,500,0.30,1,4.905732
5000000,500,0.30,1,4.898097
5000000,500,0.30,1,4.940291
5000000,500,0.30,1,4.908552
5000000,500,0.30,1,5.106974
5000000,500,0.30,1,4.900879
5000000,500,0.30,1,4.920645
5000000,500,0.30,1,4.845328
5000000,500,0.30,1,4.981297
5000000,500,0.30,1,4.994420
5000000,500,0.30,1,4.978138
5000000,500,0.30,1,4.918746
5000000,500,0.30,1,4.894737
5000000,500,0.30,1,5.062913
5000000,500,0.30,1,4.951227
5000000,500,0.30,1,5.389452
5000000,500,0.30,1,4.911357
5000000,500,0.30,1,4.823755
5000000,500,0.30,1,5.142928
5000000,500,0.30,1,4.982253
5000000,500,0.30,1,4.979119
5000000,500,0.30,1,4.828385
5000000,500,0.30,1,4.830642
5000000,500,0.30,1,4.799881
5000000,500,0.30,1,4.819400
5000000,500,0.30,1,4.971518
5000000,500,0.30,1,4.835544
5000000,500,0.30,1,4.796121
5000000,500,0.30,1,4.869923
5000000,500,0.30,1,4.792466
5000000,500,0.30,1,4.971324
5000000,500,0.30,1,4.805442
5000000,500,0.30,1,5.015256
5000000,500,0.30,1,4.971328
5000000,500,0.30,1,4.843539
5000000,500,0.30,1,4.833706
10000000,500,0.30,1,9.937752
10000000,500,0.30,1,10.060970
10000000,500,0.30,1,10.207333
10000000,500,0.30,1,10.670212
10000000,500,0.30,1,9.947467
10000000,500,0.30,1,10.155362
10000000,500,0.30,1,9.766266
10000000,500,0.30,1,11.216699
10000000,500,0.30,1,9.721034
10000000,500,0.30,1,10.411370
10000000,500,0.30,1,10.847203
10000000,500,0.30,1,10.835253
10000000,500,0.30,1,10.814125
10000000,500,0.30,1,10.718680
10000000,500,0.30,1,10.466261
10000000,500,0.30,1,10.223767
10000000,500,0.30,1,10.358316
10000000,500,0.30,1,11.746326
10000000,500,0.30,1,11.080356
10000000,500,0.30,1,10.892861
10000000,500,0.30,1,9.820679
10000000,500,0.30,1,10.334166
10000000,500,0.30,1,10.066916
10000000,500,0.30,1,10.290612
10000000,500,0.30,1,10.257181
10000000,500,0.30,1,10.178945
10000000,500,0.30,1,10.222213
10000000,500,0.30,1,9.548841
10000000,500,0.30,1,9.803091
10000000,500,0.30,1,9.539189
10000000,500,0.30,1,9.921135
10000000,500,0.30,1,10.191629
10000000,500,0.30,1,9.823249
10000000,500,0.30,1,9.591302
10000000,500,0.30,1,9.878823
10000000,500,0.30,1,9.735804
10000000,500,0.30,1,9.757600
10000000,500,0.30,1,9.772776
10000000,500,0.30,1,9.824078
10000000,500,0.30,1,9.765649
10000000,500,0.30,1,9.774811
10000000,500,0.30,1,10.294240
10000000,500,0.30,1,9.904511
10000000,500,0.30,1,9.738965
10000000,500,0.30,1,10.185106
10000000,500,0.30,1,9.545320
10000000,500,0.30,1,9.738873
10000000,500,0.30,1,9.597713
10000000,500,0.30,1,10.240927
10000000,500,0.30,1,9.900281
15000000,500,0.30,1,14.671804
15000000,500,0.30,1,14.690698
15000000,500,0.30,1,15.298183
15000000,500,0.30,1,15.621569
15000000,500,0.30,1,15.893406
15000000,500,0.30,1,15.629631
15000000,500,0.30,1,14.913315
15000000,500,0.30,1,14.963779
